,X,age_group,arrest_boro,arrest_date,arrest_key,arrest_precinct,jurisdiction_code,ky_cd,latitude,law_cat_cd,law_code,longitude,ofns_desc,pd_cd,pd_desc,perp_race,perp_sex,x_coord_cd,y_coord_cd,year,month,Marijuana,Sale,Intent,School
2671,2671,45-64,S,10/14/16,157612339,120,0,117,40.63782423,F,PL 2201601,-74.07968745,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962134,171660,2016,10,0,0,1,0
2672,2672,25-44,S,10/14/16,157613200,120,0,235,40.63782423,M,PL 2200300,-74.07968745,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK HISPANIC,M,962134,171660,2016,10,0,0,0,0
2673,2673,25-44,S,10/14/16,157583996,121,0,117,40.63227161,F,PL 2201606,-74.13767141,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,946038,169657,2016,10,0,0,1,0
2674,2674,45-64,S,10/14/16,157612341,120,0,235,40.63669928,M,PL 2200300,-74.11488774,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,F,952364,171261,2016,10,0,0,0,0
2675,2675,18-24,S,10/14/16,157611454,121,0,235,40.6213254,M,PL 2200300,-74.13764523,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,946039,165669,2016,10,0,0,0,0
2676,2676,45-64,S,10/14/16,157610329,121,0,235,40.6213254,M,PL 2200300,-74.13764523,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,946039,165669,2016,10,0,0,0,0
2677,2677,25-44,S,10/14/16,157603691,120,0,235,40.64667859,M,PL 2200300,-74.08400069,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,960940,174887,2016,10,0,0,0,0
2678,2678,18-24,S,10/14/16,157594291,120,0,235,40.61695378,M,PL 2205002,-74.08224154,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",BLACK HISPANIC,M,961418,164057,2016,10,0,0,1,0
2679,2679,25-44,S,10/14/16,157612337,123,0,235,40.54059639,M,PL 2211001,-74.1768395,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,F,935099,136277,2016,10,1,0,0,0
2680,2680,25-44,S,10/14/16,157611457,121,0,117,40.60644799,F,PL 2201601,-74.16708845,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,937855,160263,2016,10,0,0,1,0
2681,2681,25-44,S,10/14/16,157609189,120,0,117,40.6116334,F,PL 2201601,-74.08357841,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,961045,162119,2016,10,0,0,1,0
2682,2682,45-64,S,10/14/16,157612338,120,0,235,40.63669928,M,PL 2200300,-74.11488774,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952364,171261,2016,10,0,0,0,0
2683,2683,25-44,S,10/14/16,157611456,121,0,117,40.60644799,F,PL 2201601,-74.16708845,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,937855,160263,2016,10,0,0,1,0
2684,2684,25-44,S,10/14/16,157609188,120,0,235,40.63416955,M,PL 2200300,-74.12193786,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,950406,170342,2016,10,0,0,0,0
2685,2685,25-44,S,10/14/16,157601303,120,0,117,40.6390923,F,PL 2201601,-74.07566062,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,963252,172121,2016,10,0,0,1,0
2686,2686,18-24,S,10/13/16,157563758,120,0,117,40.64502275,F,PL 2201601,-74.07721685,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962822,174282,2016,10,0,0,1,0
2687,2687,25-44,S,10/13/16,157577611,121,0,235,40.59014713,M,PL 2200300,-74.16482974,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,938471,154323,2016,10,0,0,0,0
2688,2688,25-44,S,10/13/16,157582084,120,0,235,40.63688985,M,PL 2200300,-74.08132571,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961679,171320,2016,10,0,0,0,0
2689,2689,18-24,S,10/13/16,157582274,122,0,235,40.55301657,M,PL 2200300,-74.16007445,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,939767,140793,2016,10,0,0,0,0
2690,2690,25-44,S,10/13/16,157582087,120,0,235,40.64221866,M,PL 2200300,-74.09417448,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,958115,173265,2016,10,0,0,0,0
2691,2691,25-44,S,10/13/16,157570802,122,0,117,40.55172709,F,PL 2203100,-74.15155742,DANGEROUS DRUGS,521,"CONTROLLED SUBSTANCE, SALE 5",WHITE,M,942133,140319,2016,10,0,1,0,0
2692,2692,18-24,S,10/13/16,157582088,120,0,235,40.6402178,M,PL 2200300,-74.11789168,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,951532,172544,2016,10,0,0,0,0
2693,2693,25-44,S,10/13/16,157577608,121,0,235,40.62740338,M,PL 2200300,-74.14356232,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,944400,167886,2016,10,0,0,0,0
2694,2694,25-44,S,10/13/16,157577610,121,0,117,40.59014713,F,PL 2203901,-74.16482974,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,M,938471,154323,2016,10,0,1,0,0
2695,2695,45-64,S,10/13/16,157577609,121,0,235,40.62740338,M,PL 2200300,-74.14356232,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,944400,167886,2016,10,0,0,0,0
2696,2696,25-44,S,10/12/16,157535282,120,0,235,40.61856107,M,PL 2211001,-74.08000304,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,962040,164642,2016,10,1,0,0,0
2697,2697,25-44,S,10/12/16,157537290,121,0,117,40.62607765,F,PL 2200601,-74.1640719,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,F,938706,167413,2016,10,0,0,1,0
2698,2698,18-24,S,10/12/16,157546095,123,0,235,40.54879276,M,PL 2211001,-74.21078596,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,925671,139284,2016,10,1,0,0,0
2699,2699,25-44,S,10/12/16,157537286,121,0,235,40.62496645,M,PL 2200300,-74.1453835,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,943893,166999,2016,10,0,0,0,0
2700,2700,25-44,S,10/12/16,157537287,121,0,235,40.56108604,M,PL 2200300,-74.16982897,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,937062,143738,2016,10,0,0,0,0
2701,2701,18-24,S,10/12/16,157535284,120,0,235,40.61856107,M,PL 2211001,-74.08000304,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,962040,164642,2016,10,1,0,0,0
2702,2702,25-44,S,10/12/16,157537284,121,0,235,40.62496645,M,PL 2200300,-74.1453835,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,943893,166999,2016,10,0,0,0,0
2703,2703,25-44,S,10/12/16,157537289,121,0,235,40.63682018,M,PL 2200300,-74.13729527,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",UNKNOWN,M,946145,171314,2016,10,0,0,0,0
2704,2704,25-44,S,10/12/16,157535281,120,0,235,40.61856107,M,PL 2211001,-74.08000304,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,962040,164642,2016,10,1,0,0,0
2705,2705,25-44,S,10/12/16,157537291,121,0,235,40.63682018,M,PL 2200300,-74.13729527,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,946145,171314,2016,10,0,0,0,0
2706,2706,25-44,S,10/12/16,157523374,120,0,235,40.64502275,M,PL 2200300,-74.07721685,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962822,174282,2016,10,0,0,0,0
2707,2707,18-24,S,10/12/16,157547318,123,0,235,40.54879276,M,PL 2200300,-74.21078596,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,925671,139284,2016,10,0,0,0,0
2708,2708,18-24,S,10/11/16,157510047,120,0,235,40.62247186,M,PL 2200300,-74.07253663,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",ASIAN/PAC.ISL,M,964114,166065,2016,10,0,0,0,0
2709,2709,25-44,S,10/11/16,157510049,120,0,235,40.64470291,M,PL 2200300,-74.09721571,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,957272,174171,2016,10,0,0,0,0
2710,2710,18-24,S,10/11/16,157508317,123,0,235,40.51262117,M,PL 2211001,-74.19705972,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,929456,126097,2016,10,1,0,0,0
2711,2711,18-24,S,10/11/16,157494062,120,0,235,40.64164721,M,PL 2211001,-74.11580429,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,F,952112,173064,2016,10,1,0,0,0
2712,2712,18-24,S,10/11/16,157510051,120,0,235,40.63968673,M,PL 2200300,-74.07744128,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962758,172338,2016,10,0,0,0,0
2713,2713,18-24,S,10/11/16,157510052,120,0,235,40.64470291,M,PL 2200300,-74.09721571,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,957272,174171,2016,10,0,0,0,0
2714,2714,45-64,S,10/11/16,157506787,120,0,117,40.63302941,F,PL 2200911,-74.12293016,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,M,950130,169927,2016,10,0,0,0,0
2715,2715,18-24,S,10/11/16,157508316,123,0,235,40.51262117,M,PL 2211001,-74.19705972,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,F,929456,126097,2016,10,1,0,0,0
2716,2716,45-64,S,10/11/16,157510053,120,0,235,40.63688985,M,PL 2200300,-74.08132571,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961679,171320,2016,10,0,0,0,0
2717,2717,25-44,S,10/11/16,157510048,120,0,235,40.62247186,M,PL 2200300,-74.07253663,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,964114,166065,2016,10,0,0,0,0
2718,2718,18-24,S,10/10/16,157478432,121,0,235,40.64027294,M,PL 2211001,-74.13513323,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK HISPANIC,M,946747,172571,2016,10,1,0,0,0
2719,2719,<18,S,10/10/16,157482543,122,0,235,40.57414013,M,PL 2205002,-74.10600777,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE HISPANIC,M,954801,148466,2016,10,0,0,1,0
2720,2720,18-24,S,10/10/16,157482744,120,0,117,40.61740751,F,PL 2200911,-74.08486075,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,F,960691,164223,2016,10,0,0,0,0
2721,2721,45-64,S,10/10/16,157474356,122,0,235,40.59760171,M,PL 2200300,-74.08012917,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,961998,157006,2016,10,0,0,0,0
2722,2722,45-64,S,10/10/16,157482743,120,0,117,40.61740751,F,PL 2200911,-74.08486075,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,M,960691,164223,2016,10,0,0,0,0
2723,2723,18-24,S,10/9/16,157436850,120,0,235,40.62052613,M,PL 2211001,-74.07626996,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,963077,165357,2016,10,1,0,0,0
2724,2724,25-44,S,10/9/16,157442311,120,0,235,40.62928985,M,PL 2211001,-74.11336188,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,952784,168561,2016,10,1,0,0,0
2725,2725,25-44,S,10/9/16,157433594,121,0,117,40.63569205,F,PL 2201601,-74.13499425,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,946783,170902,2016,10,0,0,1,0
2726,2726,25-44,S,10/8/16,157430744,121,0,235,40.58393328,M,PL 2214000,-74.15869768,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,940170,152056,2016,10,1,1,0,0
2727,2727,25-44,S,10/8/16,157414419,121,0,117,40.63841883,F,PL 2200601,-74.1315912,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,F,947729,171894,2016,10,0,0,1,0
2728,2728,25-44,S,10/8/16,157414835,121,0,117,40.63586254,F,PL 2200601,-74.16618929,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,M,938125,170979,2016,10,0,0,1,0
2729,2729,25-44,S,10/8/16,157432354,120,0,235,40.63529448,M,PL 2200300,-74.07830449,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962517,170738,2016,10,0,0,0,0
2730,2730,25-44,S,10/8/16,157413433,120,0,235,40.6130803,M,PL 2200300,-74.07073275,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,964612,162643,2016,10,0,0,0,0
2731,2731,45-64,S,10/8/16,157413434,120,0,235,40.64337123,M,PL 2211001,-74.08753866,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,959957,173683,2016,10,1,0,0,0
2732,2732,25-44,S,10/8/16,157433288,120,0,235,40.63529448,M,PL 2200300,-74.07830449,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,962517,170738,2016,10,0,0,0,0
2733,2733,25-44,S,10/8/16,157430743,121,0,235,40.58599849,M,PL 2200300,-74.15178281,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,942092,152805,2016,10,0,0,0,0
2734,2734,<18,S,10/7/16,157410066,121,0,235,40.59137755,M,PL 2214000,-74.14815123,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,943104,154763,2016,10,1,1,0,0
2735,2735,18-24,S,10/7/16,157401720,120,0,235,40.63574833,M,PL 2211001,-74.12144714,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,950543,170917,2016,10,1,0,0,0
2736,2736,25-44,S,10/7/16,157406479,120,0,235,40.62384889,M,PL 2200300,-74.08197986,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961493,166569,2016,10,0,0,0,0
2737,2737,25-44,S,10/7/16,157410063,121,0,235,40.63770376,M,PL 2200300,-74.13977241,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,945458,171637,2016,10,0,0,0,0
2738,2738,25-44,S,10/7/16,157410064,121,0,235,40.59421615,M,PL 2200300,-74.16777799,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,937655,155807,2016,10,0,0,0,0
2739,2739,25-44,S,10/7/16,157383325,123,0,117,40.54286928,F,PL 2201601,-74.17311441,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,936136,137103,2016,10,0,0,1,0
2740,2740,25-44,S,10/6/16,157387013,123,0,117,40.54381641,F,PL 2202101,-74.21375304,DANGEROUS DRUGS,500,"CONTROLLED SUBSTANCE,POSSESS 1",WHITE,M,924842,137473,2016,10,0,0,0,0
2741,2741,18-24,S,10/6/16,157380205,120,0,117,40.63368101,F,PL 2200901,-74.12944175,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE HISPANIC,M,948323,170167,2016,10,0,0,0,0
2742,2742,18-24,S,10/6/16,157383326,123,0,235,40.55015602,M,PL 2200300,-74.18757355,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,932123,139766,2016,10,0,0,0,0
2743,2743,25-44,S,10/6/16,157378995,121,0,117,40.61133049,F,PL 2201601,-74.15971725,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,939905,162038,2016,10,0,0,1,0
2744,2744,18-24,S,10/6/16,157381639,120,0,117,40.63368101,F,PL 2200901,-74.12944175,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE HISPANIC,M,948323,170167,2016,10,0,0,0,0
2745,2745,25-44,S,10/6/16,157381641,120,0,235,40.64075492,M,PL 2200300,-74.07674709,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962951,172727,2016,10,0,0,0,0
2746,2746,18-24,S,10/6/16,157378997,123,0,235,40.53192628,M,PL 2211001,-74.19174573,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,930949,133127,2016,10,1,0,0,0
2747,2747,18-24,S,10/6/16,157381640,122,0,235,40.55450057,M,PL 2200300,-74.13977468,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,945409,141324,2016,10,0,0,0,0
2748,2748,45-64,S,10/6/16,157381643,120,0,235,40.63966331,M,PL 2200300,-74.07550633,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,F,963295,172329,2016,10,0,0,0,0
2749,2749,25-44,S,10/6/16,157346485,123,0,235,40.52461977,M,PL 2200300,-74.23044289,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,920185,130491,2016,10,0,0,0,0
2750,2750,45-64,S,10/5/16,157342342,122,0,235,40.55257072,M,PL 2205002,-74.13997576,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,F,945352,140621,2016,10,0,0,1,0
2751,2751,18-24,S,10/5/16,157311945,120,0,235,40.61701595,M,PL 2211002,-74.08357434,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,961048,164080,2016,10,1,0,0,0
2752,2752,18-24,S,10/5/16,157306803,120,0,117,40.61488373,F,PL 2201601,-74.07901173,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962314,163302,2016,10,0,0,1,0
2753,2753,25-44,S,10/5/16,157322599,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,962951,172727,2016,10,0,0,1,0
2754,2754,18-24,S,10/5/16,157342341,121,0,235,40.60115384,M,PL 2214000,-74.181206,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,933931,158342,2016,10,1,1,0,0
2755,2755,25-44,S,10/5/16,157345079,120,0,117,40.62855177,F,PL 2200911,-74.07647007,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE HISPANIC,F,963024,168281,2016,10,0,0,0,0
2756,2756,45-64,S,10/5/16,157345078,120,0,117,40.62963034,F,PL 2200906,-74.07666585,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE,M,962970,168674,2016,10,0,0,0,0
2757,2757,45-64,S,10/5/16,157345077,120,0,235,40.63382605,M,PL 2200300,-74.11704452,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,951764,170215,2016,10,0,0,0,0
2758,2758,25-44,S,10/5/16,157311944,120,0,235,40.61701595,M,PL 2211002,-74.08357434,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,961048,164080,2016,10,1,0,0,0
2759,2759,25-44,S,10/5/16,157340924,121,0,235,40.59309317,M,PL 2200300,-74.16033255,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,939722,155394,2016,10,0,0,0,0
2760,2760,45-64,S,10/5/16,157345076,120,0,117,40.62855177,F,PL 2200906,-74.07647007,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE,M,963024,168281,2016,10,0,0,0,0
2761,2761,25-44,S,10/4/16,157285008,120,0,117,40.64502275,F,PL 2200602,-74.07721685,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,M,962822,174282,2016,10,0,0,0,0
2762,2762,25-44,S,10/4/16,157303506,120,0,235,40.63787206,M,PL 2200300,-74.07798324,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,962607,171677,2016,10,0,0,0,0
2763,2763,25-44,S,10/4/16,157283374,123,0,117,40.51203825,F,PL 2200601,-74.24975495,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,M,914803,125922,2016,10,0,0,1,0
2764,2764,25-44,S,10/4/16,157305461,120,0,235,40.64513726,M,PL 2211001,-74.10871868,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,954080,174333,2016,10,1,0,0,0
2765,2765,45-64,S,10/4/16,157283373,123,0,235,40.51203825,M,PL 2200300,-74.24975495,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,914803,125922,2016,10,0,0,0,0
2766,2766,18-24,S,10/4/16,157306800,120,0,235,40.62384889,M,PL 2211001,-74.08197986,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961493,166569,2016,10,1,0,0,0
2767,2767,25-44,S,10/4/16,157300762,120,0,235,40.63751722,M,PL 2211001,-74.11760587,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,951610,171560,2016,10,1,0,0,0
2768,2768,25-44,S,10/4/16,157305460,123,0,117,40.56433784,F,PL 2201601,-74.18627809,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,932494,144932,2016,10,0,0,1,0
2769,2769,18-24,S,10/4/16,157295443,120,0,235,40.61478207,M,PL 2211002,-74.08304928,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961193,163266,2016,10,1,0,0,0
2770,2770,25-44,S,10/2/16,157219675,120,0,235,40.63197761,M,PL 2200300,-74.07595879,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,963167,169529,2016,10,0,0,0,0
2771,2771,25-44,S,10/2/16,157212563,123,0,235,40.54653882,M,PL 2200300,-74.18043181,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,934105,138444,2016,10,0,0,0,0
2772,2772,25-44,S,10/2/16,157212342,120,0,235,40.61577881,M,PL 2211001,-74.08251384,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961342,163629,2016,10,1,0,0,0
2773,2773,25-44,S,10/1/16,157210506,120,0,117,40.6311987,F,PL 2200605,-74.12026797,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE HISPANIC,M,950868,169259,2016,10,0,0,0,0
2774,2774,25-44,S,10/1/16,157208705,121,0,235,40.62318838,M,PL 2200300,-74.1492377,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,942822,166353,2016,10,0,0,0,0
2775,2775,18-24,S,10/1/16,157210505,122,0,235,40.59708818,M,PL 2200300,-74.10130542,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,956117,156825,2016,10,0,0,0,0
2776,2776,18-24,S,10/1/16,157211786,123,0,235,40.55161126,M,PL 2200300,-74.20951741,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,926026,140310,2016,10,0,0,0,0
2777,2777,18-24,S,10/1/16,157211785,123,0,235,40.55161126,M,PL 2200300,-74.20951741,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,926026,140310,2016,10,0,0,0,0
2778,2778,25-44,S,10/1/16,157208704,121,0,117,40.62318838,F,PL 2201601,-74.1492377,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,942822,166353,2016,10,0,0,1,0
2779,2779,25-44,S,9/30/16,157160432,120,0,235,40.63325701,M,PL 2211001,-74.12054189,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,F,950793,170009,2016,9,1,0,0,0
2780,2780,25-44,S,9/30/16,157183416,122,4,117,40.57414013,F,PL 2200602,-74.10600777,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,M,954801,148466,2016,9,0,0,0,0
2781,2781,25-44,S,9/29/16,157155724,121,0,235,40.58230199,M,PL 2200300,-74.1689361,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,937325,151467,2016,9,0,0,0,0
2782,2782,45-64,S,9/29/16,157152181,120,9,235,40.63789147,M,PL 2200300,-74.07351902,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,F,963846,171683,2016,9,0,0,0,0
2783,2783,25-44,S,9/29/16,157158706,120,0,235,40.63605594,M,PL 2200300,-74.08443409,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,960816,171017,2016,9,0,0,0,0
2784,2784,25-44,S,9/29/16,157160061,123,0,117,40.54982217,F,PL 2201601,-74.19998694,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,928673,139652,2016,9,0,0,1,0
2785,2785,45-64,S,9/29/16,157155722,121,0,235,40.63898418,M,PL 2200300,-74.17125231,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,936722,172119,2016,9,0,0,0,0
2786,2786,25-44,S,9/29/16,157155721,121,0,235,40.62547933,M,PL 2200300,-74.14351495,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,944412,167185,2016,9,0,0,0,0
2787,2787,25-44,S,9/29/16,157160202,123,0,117,40.54982217,F,PL 2201603,-74.19998694,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,928673,139652,2016,9,0,0,1,0
